0.682102
1 0.108083
2 0.220336
3 0.452024
4 0.228448
5 0.337939
6 0.220952
8 0.682102
0 0 0.108083
1 0 0.107541
2 0.107541 0.220336
3 0 0.11425
4 0.11425 0.230778
5 0.230778 0.34166
6 0.34166 0.452024
7 0 0.11592
8 0 0.110286
9 0 0.112418
10 0.11592 0.228448
11 0.110286 0.228071
12 0.112418 0.220952
13 0 0.108485
14 0.108485 0.222657
15 0.222657 0.332943
16 0.332943 0.452296
17 0.452296 0.566116
18 0.566116 0.682102
19 0.228071 0.337939
